,제목,네티즌평점,평론가평점,네티즌리뷰,평론가리뷰
0,베테랑,9.01,7.5,"['머야 이거 암살 보다 재미 있네', '황정민, 유해진, 오달수의 연기력도 대단하지만 유아인이라는 배우를 다시 보게 되는 영화. 유아인의 연기가 이 영화의 핵심!', '초반부터 진짜 빵빵 터져주는데 더운 올 여름 완젼 강추! 유아인 악역 제대로더라 !!', '황정민은 말할 것도 없다. 유아인의 악역 연기도 단연 압권. 영화와 배우의 조화가 매우 좋았다.', '유쾌 통쾌 상쾌 삼박자가 잘 맞아 보는 관객들로 씐나게 들썩이게 한다. 배우들의 합도 최고! 황정민 유아인의 악과선의 대결이 감칠맛 최고! 다시 보고싶게하는 마력이 있다.', '볼만한 영화에 배우들이 하드캐리함.. 유해진, 유아인, 황정민 쩐다..', '유아인 악역 연기가 정말 리얼했다....그리고 뭔가 내 맘속에 있던 응어리를 뻥! 뚫어준 느낌의 영화. 속 시원했다.', '어쩔.. 정말 정신없게 재밌다;;; 배우들은 다 펄펄 날아다님', '류감독님 영화 정말 좋아하지만 자칫식상할수있었는데 ~~ 유아인의 악역연기가 너무 리얼했어요 ! 영화의 중심을 잘 끌어둔듯 연기잘하네 정말', '"" 나 아트박스 사장인데! "" 마동석 아저씨 짧지만 굵은 대사! 모든 배우들 매력넘치는 멋진 영화!']","[""김현민영화 저널리스트\n호쾌한 사나이 같은 영화\n별점 - 총 10점 중\n7.75\n스토리\n7\n비주얼\n7\n연출\n8\n연기\n9\n방어전이 아닌 공격전에 가까운 영화다. 쉴 새 없이 잽을 날리다 적시에 중량감 있게 '훅' 들어온다. 황정민, 유아인, 유해진 등은 다소 과장을 보태 연기하는데 이것이 캐릭터의 선을 명확히 살린다는 점에서 성공적이다. 관객을 거의 그로기 상태로 만드는 에너지를 가진 영화. 감독의 자신감이 보인다."", '이은선<매거진 M> 기자\n막힌 속이 뻥 뚫리는 활극\n별점 - 총 10점 중\n8\n스토리\n7\n비주얼\n8\n연출\n8\n연기\n9\n조금은 무거운 소재임에도 청량감이 느껴진다. 부조리에 저항하는 이들이 굴복당하는 게 아니라 승리할 수 있다는 메시지를 명쾌하게 전달하기 때문이다. 사회 비판적 시선과 선의를 가진 사람들이 함께 한다는 것에 대한 신뢰를 먼저 깔고, 그 위에 호쾌한 리듬과 유머를 얹어 만든 최적의 오락영화. 영화에 참여한 모두가 신이 나서 펄펄 날아다니는 게 보인다.', '김형석영화 저널리스트\n끝장을 보려는 단호함\n별점 - 총 10점 중\n7.75\n스토리\n8\n비주얼\n7\n연출\n8\n연기\n8\n사건을 집요하게 물고 늘어지는 형사, 돈과 권력을 쥐고 모든 것을 덮으려는 막강한 악당. 그들의 대결을 보여주는 류승완 감독의 태도는, 끝장을 보지 않을 거면 시작하지도 않았다는 듯 단호하다. 장르 영화의 힘을 극단까지 몰고 가는 힘만으로도 볼만한 영화. 유아인의 싸이코패스 연기는 영화의 밀도를 더한다. 정의감에 불타는 경찰이 패륜적인 재벌 3세에게 수갑을 채우는 일이 현실에서 일어날 가능성은 거의 없다는 점에서 대리 만족의 영화이기도. 조금은 씁쓸하다.', '이숙명영화 저널리스트\n[공공의 적]을 1.2배속으로 보는 기분\n별점 - 총 10점 중\n7\n스토리\n7\n비주얼\n7\n연출\n7\n연기\n7\n성실한 소시민들의 박탈감을 대리 해소해주는 사회적 판타지 형사물. 시원한 액션과 아기자기한 유머들이 번갈아 반복되어 지루할 틈이 없다. [공공의 적]과 달리 형사들의 팀워크를 극의 중심에 끌어와 훈훈하게 그린 부분도 만족스럽다. 이야기, 볼거리, 모두 풍성하다.', '김현수<씨네21> 기자\n현실에 맞서는 태도의 완성\n별점 - 총 10점 중\n8.5\n스토리\n8\n비주얼\n8\n연출\n9\n연기\n9\n뉴스만 틀면 돈에 인간성을 팔아버린 괴물 조태오(유아인)들이 너무 많은 이 시대에 똥침을 날리는 영화. 이렇게 통쾌한 영화적 상상력으로 무장한 한국영화를 본 적이 언제던가. ""우리한테 돈이 없지 가오가 없냐""며 인간이기를 포기하지 말라는 이야기를 류승완 감독은 액션을 곁들여서 이야기한다. 그리고 유아인은 더러운 것들과 싸워 끝내 사랑을 지켜냈던 [밀회]의 선재를 그 더러운 것들의 집약과도 같은 존재인 조태오로 탈바꿈시켰다. 지나가다 옆 사람 발을 밟아도 사과하지 않는 이 메마른 비양심의 시대에 그들에게서 미안하다는 말 한마디를 듣고 싶어하는 영화다.']"
1,암살,8.98,6.57,"['일제 강점기 때 일본인보다 더 악날하고 잔인한 인간들이 친일파였다는데.. 그 놈들 후손들이 대대로 잘 먹고 잘 사는 이 세상이 정말 분하네요.. 2시간동안 시간 가는 줄 모르고 빠져드며 본 영화! 역시 믿고봤습니다!...', '역사를 알고 보면 괜찮은 영화 하정우는 역시', '하정우진짜멋있다....ㅜㅜ', '완전 잼있어요 이런 영화 강추 전지현 존예', '전지현 하정우 이정재 그리고 최동훈 최고의 조합', '완벽한 영화. 역시 최동훈감독이다. 러닝타임이 짧게 느껴질정도로 흥미진진하고 재밌고 감동적이다. 이런 영화는 잘되야한다. 1000만은 기본 2000만 찍어야한다.', '지루할 틈이 없습니다. 도둑들과 비교가 많은데 암살이 더 나은 것 같네요', '한국영화라 좀 편견을 갖고 보긴했습니다만, 적당한 개그에 역사적 사실에 기반한 내용이라 그런지 나올땐 울컥했습니다. 결국 아직도 그런 친일파들이 주요 요직에 많이 있는데...씁쓸하더군요.', '전지현멋잇어요..하정우연기잘하구요 보시는거 추천', '다보고나면 왠지모르게 하정우가 강하게 기억에 남는다.뭐지.... ㅠ흑']","[""김형석영화 저널리스트\n일제 강점기 배경의 캐릭터 무비\n별점 - 총 10점 중\n7.25\n스토리\n7\n비주얼\n8\n연출\n7\n연기\n7\n역사를 다룬다는 부담감도 다소 느껴지지만, 그 모든 것을 '캐릭터'로 돌파한다. '관객이 원하는 것'에 대한 최동훈 감독의 기민한 감각은 여전하다. 전지현이 펼치는 액션 스펙터클은 종종 회자될 듯."", '이지혜영화 저널리스트\n액션 스타 전지현의 압도적인 이미지\n별점 - 총 10점 중\n7.25\n스토리\n7\n비주얼\n8\n연출\n7\n연기\n7\n각 분야의 전문가들이 모여 하나의 목표를 이뤄가는 과정은 [도둑들]을 떠올리게 하지만 이야기의 무게는 훨씬 더 묵직해졌다. 스케일과 비주얼 모두 블록버스터가 줄 수 있는 즐거움을 제공하지만 감독의 전작들을 생각해보면 아쉽다. 액션 스타로서 전지현의 압도적인 이미지에 비해 전체적인 짜임새나 긴장감은 느슨하다.', ""나원정<맥스무비> 기자\n일제강점기로 간 '최동훈 표 케이퍼 필름'\n별점 - 총 10점 중\n6.75\n스토리\n5\n비주얼\n8\n연출\n7\n연기\n7\n팀워크와 암투가 숨 가쁘게 교차하던 특유의 스릴감이 비장한 역사에 다소 짓눌린 모양새. 1930년대를 철저히 되살려낸 세트, 과감한 액션 시퀀스는 순제작비 180억 원 대작다운 위용을 발휘하지만, 다소 예측 가능한 스토리 전개와 촘촘하지 못한 멜로 신이 문득문득 몰입을 방해한다."", '이은선<매거진 M> 기자\n캐릭터 무비로써 매력적\n별점 - 총 10점 중\n7\n스토리\n7\n비주얼\n7\n연출\n7\n연기\n7\n시대의 비극과 묵직한 메시지를 장르라는 그릇에 적절하게 담아낸 모양새다. 다만 폭넓은 시대 배경과 역사적 무게감, 장르영화의 재미 사이에서 영화 스스로 균형을 잡는 것이 조금은 힘겨워 보이는 게 사실. 개성 강한 배우들을 한데 모아 저글링 하는 최동훈 감독 특유의 배우 활용은 여전히 좋다. 전지현의 존재감이 단연 빛난다.', '이화정<씨네21> 기자\n액션 시대극을 이끄는 여성상\n별점 - 총 10점 중\n7.5\n스토리\n8\n비주얼\n8\n연출\n7\n연기\n7\n시대에 투신한 여성을 통해 시대에 희생당한 여성의 비극을 보여준다. 정교하게 잘 짜여진 드라마다. 하지만 온전히 이 지점에 집중했더라면 더 밀도 높은 시대극이 되지 않았을까. 시종 눈길을 잡아끄는 액션과 시대상의 연출, 다양한 캐릭터들의 면면이 흥미롭지만 정작 구심점이 희박해지는 인상.', '김현수<씨네21> 기자\n원스 어폰 어 타임 인 경성\n별점 - 총 10점 중\n7.25\n스토리\n7\n비주얼\n7\n연출\n7\n연기\n8\n1930년대 상하이를 배경으로 한 독립투사들의 암살 작전을 다룬 영화다. 최동훈 감독이 관객들에게 보여주고 싶었던 근사한 총격전 장면이 어떤 것인지 분명히 알 것 같다. 그것은 아마도 1930년대 뉴욕 브루클린 뒷골목 어딘가에서 벌어졌을 법한, 그리고 익히 많은 영화에서 봐왔던 바로 그 장면들이었을 것 같다. 전지현만 외롭게 빛난다.']"
2,어벤져스: 에이지 오브 울트론,8.32,6.92,"['한국사람들 급해서 마지막 최고 정점을 못보고 막 나감 ㅜ 왜그래요..ㅜㅜ', '하 1편이 잘되면 2편은 망한다더니... 누가 그래 이 영화는 미쳤어', '충무로에서 몇년간 조폭얘기나 끄적일때 헐리웃은 악당조차 업그레이드 된다.', '나어릴적 아빠와우뢰매보러구 줄섰는데 세월은흘러 내따내미와 어벤져스보러줄을섭니다 TT', '내가 영화관에서 한국영화를 안보는 이유', '오늘 시사회다녀와서 생전처음으로 평점남깁니다. 긴말말고 걍 가서 보세요', '어벤져스 제목만 들어도 설렌다', '한동안 놀림 받겠군....', '스케일은 1못지않게 컸지만 더 추가된 등장인물들과 밸런스나 영화의흐름들이 조금 실망이었습니다 조금 어수선한면들이 많았고 마지막 극의 후반까지 긴장감을 쭉 가져가는 것이 조금 부족 했습니다, 너무 한번에 많은 것을 보...', '전체적으로 무거워 졌지만 볼거리도 충분했고 히어로들은 능력과 개성은 잘 살려주었다.']","['이지혜영화 저널리스트\n박력, 깜찍, 유쾌 종합선물세트\n별점 - 총 10점 중\n6.75\n스토리\n6\n비주얼\n9\n연출\n6\n연기\n6\n[어벤져스] 시리즈에 기대하는 모든 것을 충족시킨다. 두 시간이 넘는 시간동안 신 나게 때려 부수고, 배꼽 잡는 말싸움까지 벌인다. 사랑스러운 캐릭터들이 제대로 된 무대에서 신 나게 노는 것을 보는 건 언제나 즐거운 일이다.', ""이은선<매거진 M> 기자\n[어벤져스] 심화편, 성공적\n별점 - 총 10점 중\n8.5\n스토리\n7\n비주얼\n10\n연출\n9\n연기\n8\n전편이 매력적인 소개서였다면 이번 편은 팀 전체와 개별 멤버 그리고 마블 세계관으로까지 두루 더 깊숙이 파고드는 심화 과정이다. 악당의 존재가 '어벤져스'의 존재 이유와 목적에 대한 철학과 연결되면서 복잡하고 설명적인 면도 생기고, 늘어난 곁가지가 집중력을 흩뜨리기도 한다. 그럼에도 이 복잡한 밑그림을 척척 그려나가는 조스 웨던 감독의 머릿속이 점점 더 궁금해지는 건 확실하다. 아직까지 '어벤져스'를 상대할 수 있는 건, '어벤져스'뿐이다."", '이숙명영화 저널리스트\n산만하나 아직은 볼 만하다.\n별점 - 총 10점 중\n5.5\n스토리\n4\n비주얼\n7\n연출\n6\n연기\n5\n1편의 신선함은 효력이 다했다. 이제 새로운 것을 보여줘야 할 때. 캐릭터를 늘리고 멜로드라마를 추가한 건 그 대안이 되기보다 이야기만 산만하게 만든다. 스토리는 파편화되어 따라잡기 힘들 정도고 유머감각도 퇴색했다. 여전히 볼거리는 압도적이다. 할리우드 블록버스터에 기대하는 게 그것뿐이라면 즐겁게 볼 수 있을 것.', '송경원<씨네 21> 기자\n상향 평준화 된 슈퍼히어로 프렌차이즈의 어떤 완성형\n별점 - 총 10점 중\n8\n스토리\n8\n비주얼\n9\n연출\n8\n연기\n7\n전편만큼 거대하고 전편보다 바빠졌다. 놓치는 캐릭터 하나 없이 애정 어린 시선으로 각각의 에피소드를 빼곡히 채워 넣은 종합선물세트. 마스터피스까진 아니라도 조각조각은 충분히 매혹적이다. 어둡고 무거워졌지만, 너무 깊게 들어가진 않는다. 성공한 덕후 조스 웨던의 선택.', ""김현민영화 저널리스트\n어수선하지만 캐릭터가 워낙 매력적이라\n별점 - 총 10점 중\n7.25\n스토리\n7\n비주얼\n7\n연출\n7\n연기\n8\n원작을 꿰고 있지 않은 관객은 꽤 난해할 거다. '방금 뭐라고 한 거지?' 하는 순간도 더러 있다. 알다시피 감상에 큰 지장은 없겠지만. 새삼 느끼는 건 배우들의 명연기. 비현실적인 히어로 슈트를 입고 저 정도로 몰입할 수 있다니. 특히 스칼렛 요한슨과 마크 러팔로의 대화 신에서 잠시 정극을 보는 줄 알았다.""]"
3,국제시장,9.02,5.81,"['영화내내 가족에게 잘해야겠다 생각이 들었다.우리 아버지는 날위해 모든것을바치신사람이다. 효도해야겠다.', '이분들이 있었기에 지금의 내가있고 대한민국이 있는거지. 존경스럽다', '광부, 간호원 여러분! 나라가 부족하고 내가 부족해 여러분이 여기 있습니다 가족과 고향 생각에 괴로움이 많은 줄 알지만 우리가 무엇 때문에 이 먼 이국에 왔는가를 생각해봅시다 비록 우리 생전엔 이룩하지 못하더라도 후...', '추운날 한파를 뚫고 시사회로 보고왔으나 돈을 주어도 아깝지 않은 소중한 시간을 선물 받았다.처음은 전쟁의 아픔 , 중간은 부모님의 자식들을 위한 희생적인 삶을 생각하게 되었고 마지막은 나 자신에 대해 돌아보게 되었다...', '20대초반 젊은이로 우리가 겪지못했던 우리한아버지들의삶을 보여주는 영화..그들이 있기에 지금 우리가 편안히 살수있습니다감동적입니다', '아 눈물범벅. 고생하신 아버지 생각나네요 ㅠㅠ', '내일을 조국과 민족을 위하여.', '조조로 보고 왔습니다. 시작하고 계속 눈물 닦다가 웃다가 했습니다. 근래에 본 한국영화 중 최고였습니다', '시사회때 봤는데 단연코 수작임. 2014년 대표영화로 손꼽을만함.근데 방금개봉했는데 오유강간충들이 좌표찍고1점테러하자하는중 ㅋㅋㅋ 명색이 평론가라고 5~6점주는거보소ㅋㅋㅋ평론가들 전부 한겨레 씨네21이라그런가 ㅋㅋㅋ...', '황정민이캐릭터잘살렷고웃기면서 재밋엇어요']","['이화정<씨네21> 기자\n아는 감동이지만, 좀 더 세공이 필요했다.\n별점 - 총 10점 중\n6.5\n스토리\n6\n비주얼\n7\n연출\n6\n연기\n7\n아는 역사, 예상 가능 지점의 눈물인데, 그 기술이 미비. 이미 알아서 인지하는 것과 영화적 구축을 통해 관객이 호응하는 것과는 차이가 있다. 보편적 정서를 끌어낼 세공이 부족.', '이은선<매거진 M> 기자\n아버지 세대에 주는 위로 혹은 면죄부\n별점 - 총 10점 중\n6.5\n스토리\n6\n비주얼\n7\n연출\n6\n연기\n7\n집단 정서를 건드리는 신파 코드는 공감을 부르기보단 호소에 가까운 방식이다. 아버지 세대에 건네는 눈물 어린 위로, 혹은 낙천적인 향수를 통해 그들 세대에 주는 어떤 면죄부.', '이지혜<맥스무비> 기자\n어딘가 익숙한 넋두리\n별점 - 총 10점 중\n6.5\n스토리\n5\n비주얼\n7\n연출\n6\n연기\n8\n이만큼 살게 된 게 누구 덕분인 줄 아냐는 언젠가 들어본 넋두리가 눈물을 타고 흐른다. 기성세대에게는 절절한 헌사겠지만 젊은 세대에게는 영 불편한 자리가 될 수도.']"
4,내부자들,9,6.63,"['사람 이병헌은 별로인데 연기자 이병헌은 최고다 인정', '이병헌의 연기적 재능은 악마적 재능인듯..진짜 포스 ㅎㄷㄷ', ""'그분' 의 사생활 때문에 폄하하기엔 영화가 너무 잘빠졌다 ㅋㅋ"", '다들 이병헌이 싫다하지만 이병헌 연기는 뭐라 못함 걍 재밌음 더러운데 재밌음 사회적으로 시사하는 바도 많고 참 씁쓸함 대한민국 현실', '그래도이병헌은이병헌이다', '이병헌에게 또 다시 설득 당하고 말았다...', '내년 여름휴가는 모히또로 가야지.', '스캔들때문에 배우생활 접기에는 정말 아까운 배우다 이병헌.. 백윤식이고 조승우고 영화끝나면 이병헌한테만 감탄할거다', '이병헌은 진짜 눈빛이 살아있다', '흐아~이병헌 정말 연기 잘한다!!!']","['김형석영화 저널리스트\n세상 돌아가는 검은 이치\n별점 - 총 10점 중\n7.5\n스토리\n8\n비주얼\n7\n연출\n7\n연기\n8\n어쩌면 우리가 다 알고 있는, 한국 사례에선 이미 유사한 사례가 수없이 반복되었던, 속 시원하게 밝혀진 적은 없지만 웬만한 대한민국 국민이라면 어느 정도는 짐작하고 있는 이야기. 하지만 이 뻔한 요소들이 캐릭터로 구체화하고, 사건으로 엮이고, 하나의 드라마로 만들어지니 새삼 강렬하다. 올가을 가장 하드코어한 영화.', ""김현민영화 저널리스트\n한국판 안티히어로물\n별점 - 총 10점 중\n7\n스토리\n7\n비주얼\n7\n연출\n7\n연기\n7\n'족보' 없이는 살기 힘든 한국 사회의 처지를 명징하게 압축했다. 인물들의 액션보다는 상징화된 대사들이 거의 영화를 이끌어간다. 구성도 다소 어지러워서 의외로 민감하게 집중해서 봐야 쾌감을 얻을 수 있는 영화다."", ""이숙명영화 저널리스트\n'불꽃 튀는 연기'란 이런 것\n별점 - 총 10점 중\n6.75\n스토리\n7\n비주얼\n5\n연출\n6\n연기\n9\n영화의 절반은 평범하다. 사회 지도층의 비행을 그린 장면은 느끼해서 눈을 돌리고 싶을 정도고, 장르가 되다시피 한 '좌절한 조폭' 물의 촌스러움도 있다. 발단 부는 너무 길고 장황하며 어수선하다. 그런데 이병헌과 조승우가 붙기 시작하면 전혀 다른 영화가 된다. 함께일 때 그들은 놀랍도록 예리하고 번쩍거린다. 그들은 자칫 유치할 수 있는 설정들을 힘껏 설득해내 기어이 통쾌함을 맛보게 한다."", ""김현수<씨네21> 기자\n'내'용이 '부'실하니 '자'랑할 건 배우'들'뿐\n별점 - 총 10점 중\n6\n스토리\n5\n비주얼\n7\n연출\n5\n연기\n7\n요즘 같은 현실에서 정말 혹할만한 이야기다. 정치가와 재벌, 언론의 삼합회다운 카르텔 구도를 뒤흔드는 내부고발자 깡패가 영웅이 되려다가 다시 한 번 판이 뒤집히게 되는 반전까지. 하지만 가장 중요하고 가장 추악한 맨 꼭대기를 건드릴 수 없다는 현실을 오히려 직시하게 만드는 영화다. 결말도 참 쉽게 끝맺는다. 영화적인 통쾌함에 대한 영화적인 고민이 있어야 하는데 너무 쉽게 연출됐다. 배우의 역량과 영향력에 대해서도 많은 생각할 거리를 던져주는데 조승우, 이병헌의 연기가 영화를 좋아 보이게 만든다. 반대로 말하자면 배우의 역량을 영화가 뒷받침해주지 못한 경우라 하겠다."", '이은선<매거진 M> 기자\n한국 사회의 치부를 겨냥하다.\n별점 - 총 10점 중\n7.25\n스토리\n7\n비주얼\n7\n연출\n7\n연기\n8\n탄탄한 구조는 원작에 빚졌으되 취사선택은 감독의 몫이었다. 장르 영화의 품새에 맞게 인물과 이야기를 다듬고 덧붙였는데, 결과적으로는 그 선택이 적절했다. 정치·경제·언론의 검은 커넥션 안에서 뒹구는 이들의 서로 다른 욕망이 또렷이 보인다. 그야말로 징글징글한 연기를 펼친 배우들의 공이 컸다. 매 장면 불꽃 튀는 연기 각축전이 따로 없다.', ""이화정<씨네21> 기자\n두 배우의 막강 시너지\n별점 - 총 10점 중\n7.5\n스토리\n7\n비주얼\n7\n연출\n7\n연기\n9\n흔히 말하는 '연기만 앞설 경우'라는 우려의 말을 불식시킬 정도로, 이 경우에는 배우의 연기가 만족하게 해주는 부분이 절대적이다. 이병헌, 조승우라는 두 카드의 충돌과 조화가 스크린을 빈틈없이 꽉 채운다. 배우에의 집중이, 온전히 스토리를 따라가게 해주는 길잡이가 된다."", ""박혜은<맥스무비> 편집장\n쓰레기, 더 쓰레기, 덜 쓰레기들의 세상\n별점 - 총 10점 중\n7.5\n스토리\n8\n비주얼\n7\n연출\n7\n연기\n8\n윤태호 작가의 '정통 정치 웹툰'을 양분 삼아, 실한 영화가 맺혔다. 전반부는 쓰레기, 더 쓰레기, 덜 쓰레기가 뒤엉켜 풍기는 권력의 악취를 코끝이 찡할 만큼 생생하게 전한다. 중반을 넘어 복수극이 속도를 내면서 영화다운 통쾌함을 선사하는 완급 조절, '19금' 영화답게 지르는 힘도 좋다. 그중에서도 여우처럼 인물을 해석해서, 곰처럼 우직하게 밀고 나가는 배우들의 연기가 제일이다. 19금 영화의 새로운 흥행 기록을 기대해봄 직하다."", ""나원정<매거진 M> 기자\n원작의 전복성 대체한 진격의 이병헌\n별점 - 총 10점 중\n7.5\n스토리\n8\n비주얼\n7\n연출\n7\n연기\n8\n외부 자의 선 굵은 복수극이 청와대와 재벌가를 시원시원하게 내달린다. 흡인력의 8할은 배우 이병헌이 완성한 '진격의 안상구' 캐릭터. 안상구 개인의 드라마에 무게중심이 쏠리면서 윤태호 원작의 전복적인 기운은 다소 약해졌다. 선정성을 넘어 필요 이상으로 폭력적인 여성 묘사가 적잖은 순간 눈살을 찌푸리게 한다.""]"
5,사도,8.27,7.54,"['송강호는 왕이고싶었고 유아인은 사람이고싶었다.', '송강호 유아인은 물론 조연,아역할 것없이 연기 구멍이 없는 영화', '여러분 조기교육이 이렇게 무섭습니다.', '오랜만에 잘빠진 웰메이드 사극한편. 그리고 믿고보는 송강호 유아인!', '""아비의 마음을 보았나이다."" 그 장면 너무 찡했어요ㅠㅠ', '유아인 연기가 표값응 다했다', '배우들 연기 최고!!!! 먹먹해지는 영화였어요 추석때 가족끼리 보면 좋을듯!', '소간지 부채춤 지렸다..', '송강호 유아인 만으로도 볼만한가치가 있는영화.', '일단 송강호씨 연기는 두말하면 잔소리죠. 유아인씨의 명연기가 정말 압권이었구요. 뭐랄까 좀 아쉽다면 영조의 역사를 좀 알아야 더 재밌었달까요. 설명이 부족했던 느낌이네요. 다쓰려니 넘 길고 두분 연기가 정말 예술입니...']","['이지혜영화 저널리스트\n이토록 사무치는 가족 영화\n별점 - 총 10점 중\n8.5\n스토리\n8\n비주얼\n9\n연출\n8\n연기\n9\n불처럼 뜨거운 유아인의 사도와 얼음처럼 차가운 송강호의 영조. 전혀 다른 온도의 에너지가 맞부딪칠 때마다 이는 섬광이 놀라울 정도다. 두 사람이 만들어낸 아버지와 아들은 심장이 저릿할 만큼 처절한 비극을 기어코 움켜쥔다.', '이화정<씨네21> 기자\n뒤주라는 틀을 통해 긴장을 극대화\n별점 - 총 10점 중\n7.5\n스토리\n7\n비주얼\n7\n연출\n8\n연기\n8\n익숙한 소재의 새로운 변주. 당쟁의 한가운데 위치한 왕과 승계자의 관계망 속에서 [사도]가 클로즈업하는 건 부자의 심리전이다. 영화의 초반, 사도는 뒤주에 갇혀 내내 절규한다. 그 신음소리가 현재와 과거를 오가는 이야기를 장악해 전력질주 할 수 있게 만든다. 송강호와 유아인의 세련된 연기가 그 긴장에 페달을 밟는다.', '이은선<매거진 M> 기자\n끝을 알 수 없는 송강호, 정점에 선 유아인을 보라\n별점 - 총 10점 중\n8\n스토리\n7\n비주얼\n8\n연출\n8\n연기\n9\n왕가의 비극 뒤에서 아버지와 아들의 얼굴을 건져 올리는 시도. 사도의 감정은 고통스러울 정도로 깊숙이 파고드는 반면, 영조에게는 일정한 거리를 유지하는 완급조절이 조금은 낯설게 느껴지는 순간도 있다. 대신 서릿발과 불꽃이 팽팽하게 부딪치는 모양새로 영화의 빈틈마저 꽉 채우는 두 배우의 공이 빛난다. 송강호와 유아인, 그들 각자의 필모그래피에서 새로운 정점으로 기억될 만한 연기다.', '김형석영화 저널리스트\n사극의 진면목\n별점 - 총 10점 중\n8.5\n스토리\n9\n비주얼\n8\n연출\n8\n연기\n9\n이준익 사극의 완성형. 우리가 익히 알고 있던 영조와 사도세자의 이야기를 토대로, 단지 궁중에서 일어난 비극적 역사를 넘어, 현재의 관객들도 곱씹을 만한 세대와 소통과 화합의 이야기를 전한다. 아버지(로 상징되는 존재)는 우리에게 어떤 과연 무엇인가. 영화의 저릿한 여운이다.', '박혜은<맥스무비> 편집장\n이 얼마나 떳떳한 걸작이냐\n별점 - 총 10점 중\n10\n스토리\n10\n비주얼\n10\n연출\n10\n연기\n10\n다 아는 이야기다. 그러니 무엇을 새롭게 보여주겠는가? 이준익 감독은 이 질문 자체를 부질없게 만든다. [사도]는 모든 것이 새롭다. 하나뿐인 아들을 뒤주에 가둬 굶겨 죽인 왕의 잔혹사, 즉 박제된 이미지와 이야기에 함몰됐던 시선을 인간에게 돌리자 전혀 다른 세계가 열린다. 시간을 초월해, 온 세상의 부모와 자식이 보인다. 영조와 사도의 마지막 대화, 정조의 춤사위가 내 것인 듯하여 오장육부로 울었다. 송강호, 유아인은 물론이려니와 이름을 하나씩 거론할 것 없이 모든 배우가 무시무시하다. 이토록 인간을 알알이 헤아린 영화를 본 적이 없다. 그야말로 떳떳한 이준익의 걸작이다.']"
